BenSampID,Station_ID,Region,DistCat,Longitude,Latitude,IBI_Score,CollDate,SC_pt_POET,SC_pt_ffg_pred,SC_pt_NonIns,SC_pi_OET,SC_pt_tv_toler,SC_pt_volt_semi,SubCatAreaSqKm,WsAreaSqKm,ExactDrArea_km2,pcSLOPE,SLOPE,Velocity,SandSiltClay,sinuosity_1,ElevCat,BFICat,MSST_avg,Precip8110Cat,Precip8110Ws,Tmax8110Cat,Tmax8110Ws,Tmean8110Cat,Tmean8110Ws,Tmin8110Cat,Tmin8110Ws,PctWetWat2016Cat,PctWetWat2016Ws,PctFrst2016Cat,PctFrst2016WS,ICI_21,IWI_21,PctUrbMax,PctUrbLMH2016Cat,PctUrbLMH2016Ws,pcUrb_WsExact,pcUrb_1000m,PctAgMax,PctHayCrop2016Cat,PctHayCrop2016Ws,pcAg_WsExact,pcAg_1000m,AllAgNMax,AllAgNCat,AllAgNWs,RdDensMax,RdDensCat,RdDensWs,DamMax,DamNrmStorCat,DamNrmStorWs,CanalDensCat,CanalDensWs,MineDensCat,MineDensWs,NPDESDensCat,NPDESDensWs,SuperfundDensCat,SuperfundDensWs,TRIDensCat,TRIDensWs,WoodJabs,SubmergeVegJabs,VegMarginBankJabs,HardBottomJabs,NumHabitats,AvailCover,PoolSubstrat,PoolVariable,SedDeposit,ChannelFlow,ChannelAlt,sinuosity,LBStability,RBStability,LBVegProtect,RBVegProtect,LBRiparVeg,RBRiparVeg,HabitatScore,RifflePct,RunPct,GlidePct,PoolPct,CanopyCover,WidthMean,DepthMean,Temperature,SpecConductivity,DO,pH,sin500m,sin1000m,NHD_sinuosity,pcSlp500m,pcSlp1000m,NHD_pcSLOPE,ni_total,ni_Chiro,ni_EPT,ni_Trich,nt_total,nt_Amph,nt_Bival,nt_Coleo,nt_COET,nt_CruMol,nt_Dipt,nt_Ephem,nt_Ephemerellid,nt_EPT,nt_ET,nt_Gast,nt_Hepta,nt_Insect,nt_Isop,nt_Mega,nt_Nemour,nt_NonIns,nt_Odon,nt_OET,nt_Oligo,nt_Perlid,nt_Pleco,nt_POET,nt_Ptero,nt_Rhya,nt_Tipulid,nt_Trich,nt_Tromb,pi_Amph,pi_AmphIsop,pi_Baet,pi_Bival,pi_Caen,pi_Coleo,pi_COET,pi_Corb,pi_Cru,pi_CruMol,pi_Dipt,pi_Ephem,pi_EphemNoCae,pi_EphemNoCaeBae,pi_EPT,pi_ET,pi_Gast,pi_Hydro,pi_Hydro2EPT,pi_Hydro2Trich,pi_Insect,pi_Isop,pi_Mega,pi_Mol,pi_NonIns,pi_Odon,pi_OET,pi_Oligo,pi_Pleco,pi_POET,pi_Trich,pi_TricNoHydro,pt_Amph,pt_Bival,pt_Coleo,pt_COET,pt_Dipt,pt_Ephem,pt_EPT,pt_ET,pt_Gast,pt_Insect,pt_Isop,pt_Mega,pt_NonIns,pt_Odon,pt_OET,pt_Oligo,pt_Pleco,pt_POET,pt_Trich,nt_Chiro,pi_Chiro,pt_Chiro,pi_Tanyt,pi_Tanyp,pi_COC2Chi,pi_ChCr2Chi,pi_Orth2Chi,pi_Tanyp2Chi,pi_SimBtri,pi_Colesens,nt_ffg_col,nt_ffg_filt,nt_ffg_pred,nt_ffg_scrap,nt_ffg_shred,pi_ffg_col,pi_ffg_filt,pi_ffg_pred,pi_ffg_scrap,pi_ffg_shred,pt_ffg_col,pt_ffg_filt,pt_ffg_pred,pt_ffg_scrap,pt_ffg_shred,nt_habit_burrow,nt_habit_climb,nt_habit_cling,nt_habit_sprawl,nt_habit_swim,pi_habit_burrow,pi_habit_climb,pi_habit_cling,pi_habit_sprawl,pi_habit_swim,pt_habit_burrow,pt_habit_climb,pt_habit_cling,pt_habit_sprawl,pt_habit_swim,pi_dom01,pi_dom02,pi_dom03,pi_dom04,pi_dom05,x_Shan_2,x_D,x_D_G,x_D_Mg,x_Evenness
2013030,B0864,SNEP,HighStrs,-71.009638,42.075428,27.71457489,7/23/2013,25,31.25,38.0952381,12.09372638,18.18181818,41.66666667,8.7219,46.8639,39.987199,0.126475,0.00126475,,90,1.11,28.59036426,53.05262615,20.77781513,1269.573506,1269.280687,15.77336723,15.58851578,9.959903039,9.951812128,4.140995586,4.310325418,8.667836137,8,9.214735,12.143035,0.407570536,0.407335124,68.87834073,68.87834073,67.25624628,66.28328344,83.09618668,1.073160665,1.07316066,0.378329588,0.20932274,2.219692658,1.380249716,1.380249716,0.456914597,9.945277997,9.945277997,9.864911559,20766.85295,0,20766.85295,0,0,0,0,0.114653917,0.021338386,0,0.042676773,0.229307834,0.362752566,6,0,4,0,2,2,6,1,7,20,11,1,6,8,9,10,9,10,100,,,,,,,,,,,,1.024315887,1.112060255,1.11,0.197599979,0.187289992,0.126475,272,159,12,12,42,3,0,2,6,6,23,0,0,3,3,2,0,31,1,0,0,11,1,4,3,0,0,4,0,0,0,3,1,4.779411765,5.514705882,0,0,0,1.470588235,7.352941176,0,5.514705882,8.455882353,67.64705882,0,0,0,4.411764706,4.411764706,2.941176471,4.044117647,91.66666667,91.66666667,75.73529412,0.735294118,0,2.941176471,24.26470588,1.470588235,5.882352941,15.07352941,0,5.882352941,4.411764706,0.367647059,7.142857143,0,4.761904762,14.28571429,54.76190476,0,7.142857143,7.142857143,4.761904762,73.80952381,2.380952381,0,26.19047619,2.380952381,9.523809524,7.142857143,0,9.523809524,7.142857143,19,58.45588235,45.23809524,8.455882353,0.367647059,1.257861635,1.257861635,10.6918239,0.628930818,6.985294118,1.470588235,18,7,5,4,4,31.25,18.38235294,2.941176471,5.882352941,39.70588235,42.85714286,16.66666667,11.9047619,9.523809524,9.523809524,6,3,12,13,1,16.54411765,4.411764706,59.19117647,13.60294118,1.102941176,14.28571429,7.142857143,28.57142857,30.95238095,2.380952381,36.76470588,43.75,48.52941176,53.30882353,57.72058824,4.075349068,0.846561419,7.492237418,7.313850813,0.755769505
2013031,B0836,SNEP,HighStrs,-71.030076,42.082574,40.99264132,7/23/2013,30.3030303,37.87878788,44.58874459,12.61595547,44.8117539,75.75757576,4.3884,18.7146,18.8486,0.3135,0.003135,,50,1.24,50.70318294,54.95652174,20.05374503,1269.173239,1272.525522,15.5900704,15.47185539,9.955748065,9.925339655,4.318545156,4.373834563,2.37899918,11,9.146842,18.683274,0.354463893,0.456811226,70.20098441,70.20098441,55.27556026,54.72608301,92.40282686,0.102543068,0.10254307,0.072136193,0.047762335,0,0.122342984,0.118129614,0.122342984,10.68830828,10.68830828,7.935214154,51212.09964,1686.464315,51212.09964,0,0,0,0,0,0,0,0,0.227873485,0.427473737,4,0,0,6,2,0,0,0,11,20,15,0,10,10,10,10,3,10,158,,,,,,,,,,,,1.166543127,1.273543408,1.24,0.244760014,0.339079988,0.3135,275,78,16,16,32,2,1,3,7,5,17,0,0,3,3,1,0,24,1,0,0,8,1,4,2,0,0,4,0,0,1,3,1,26.90909091,30.54545455,0,6.545454545,0,23.27272727,29.45454545,0,30.54545455,37.45454545,29.81818182,0,0,0,5.818181818,5.818181818,0.363636364,5.090909091,87.5,87.5,59.27272727,3.636363636,0,6.909090909,40.72727273,0.363636364,6.181818182,1.454545455,0,6.181818182,5.818181818,0.727272727,6.25,3.125,9.375,21.875,53.125,0,9.375,9.375,3.125,75,3.125,0,25,3.125,12.5,6.25,0,12.5,9.375,15,28.36363636,46.875,12,0.363636364,0,0,10.25641026,1.282051282,0,23.27272727,13,5,4,2,5,37.45454545,17.45454545,3.636363636,23.27272727,10.18181818,40.625,15.625,12.5,6.25,15.625,4,3,11,11,0,3.272727273,1.090909091,49.09090909,35.63636364,0,12.5,9.375,34.375,34.375,0,22.18181818,40.72727273,50.90909091,59.27272727,66.54545455,3.85522757,0.886214876,5.697223448,5.519185215,0.771045514
2013033,B0860,SNEP,MidStrs,-71.213447,42.005027,73.10729134,7/23/2013,79.26829268,60.97560976,63.06620209,81.8968364,72.13599409,81.30081301,2.8503,34.1523,33.7384,0.306755,0.00306755,,70,1.2,40.91789706,55.11967161,18.94846541,1269.016349,1267.794502,15.74222326,15.52768361,9.839449316,9.792609824,3.933144146,4.053098365,24.50268393,16,25.03947,27.846734,0.594885671,0.521538961,39.78528576,39.78528576,38.00036894,39.17377399,36.04531411,2.192531689,0.15787812,2.192531689,2.206823028,0,1.199873698,1.199873698,1.177958732,7.343828147,7.343828147,6.469886674,43275.44469,43275.44469,21345.1709,0,0,0,0,0,0,0,0.117122419,0,0.146403024,3,2,5,0,3,15,14,7,18,20,18,6,10,10,10,10,9,10,157,,,,,,,,,,,,1.191856894,1.258329737,1.2,0.194659988,0.159709997,0.306755,309,117,108,73,41,2,1,3,16,5,17,2,0,11,11,2,1,33,0,0,0,8,2,13,2,0,0,13,0,0,0,9,0,2.588996764,2.588996764,1.294498382,1.294498382,0,6.472491909,46.60194175,0,2.588996764,7.1197411,43.68932039,11.32686084,11.32686084,10.03236246,34.95145631,34.95145631,3.236245955,8.737864078,25,36.98630137,90.29126214,0,0,4.530744337,9.708737864,5.177993528,40.12944984,1.941747573,0,40.12944984,23.62459547,14.88673139,4.87804878,2.43902439,7.317073171,39.02439024,41.46341463,4.87804878,26.82926829,26.82926829,4.87804878,80.48780488,0,0,19.51219512,4.87804878,31.70731707,4.87804878,0,31.70731707,21.95121951,14,37.86407767,34.14634146,16.50485437,1.618122977,0,0,17.09401709,4.273504274,4.530744337,6.472491909,15,9,7,3,4,17.47572816,42.07119741,10.67961165,11.00323625,13.26860841,36.58536585,21.95121951,17.07317073,7.317073171,9.756097561,3,4,19,11,1,2.588996764,9.708737864,70.55016181,11.32686084,1.618122977,7.317073171,9.756097561,46.34146341,26.82926829,2.43902439,8.090614887,16.18122977,23.62459547,30.42071197,37.21682848,4.843353583,0.954535457,7.151152883,6.97673452,0.904023625
2019004,TAU-W0317,SNEP,HighStrs,-70.91495,41.90744,76.81030783,7/3/2019,90.27777778,60.76388889,56.61375661,85.19295569,75.42087542,92.59259259,26.8272,181.7703,171.511498,0.032743,0.00032743,,,1.85,21.53301429,53.83209206,21.49772106,1282.33705,1283.147924,15.61031103,15.50869602,10.02628987,10.13225205,4.436432726,4.750849251,19.77992485,33,42.837493,44.838513,0.444216577,0.524909308,18.92444981,18.92444981,9.145553482,9.205422797,24.51333814,7.77979066,7.77979066,5.418211886,4.938880695,7.642393655,9.795491143,9.795491143,6.322290275,3.880172942,3.880172942,2.817330294,346221.3923,5149.615316,346221.3923,0,0,0.037275601,0.011002898,0.037275601,0.005501449,0,0.005501449,0,0.027507244,0,8,2,0,2,17,19,15,15,20,13,5,10,10,10,10,10,7,161,,,,,,,,,,,,1.273583819,1.295780226,1.85,1.186660136,0.049699999,0.032743,321,28,134,56,36,3,1,4,16,5,11,5,0,12,11,1,1,29,0,0,0,7,1,12,0,1,1,13,0,0,0,6,1,39.87538941,39.87538941,19.31464174,1.557632399,0,2.180685358,43.92523364,0,39.87538941,43.30218069,10.90342679,23.98753894,23.98753894,4.672897196,41.74454829,41.43302181,1.869158879,7.165109034,17.1641791,41.07142857,55.76323988,0,0,3.426791277,44.23676012,0.31152648,41.74454829,0,0.31152648,42.05607477,17.44548287,10.28037383,8.333333333,2.777777778,11.11111111,44.44444444,30.55555556,13.88888889,33.33333333,30.55555556,2.777777778,80.55555556,0,0,19.44444444,2.777777778,33.33333333,0,2.777777778,36.11111111,16.66666667,10,8.722741433,27.77777778,1.246105919,0.31152648,25,7.142857143,42.85714286,3.571428571,2.180685358,2.180685358,11,9,7,3,4,54.82866044,21.80685358,2.492211838,14.64174455,3.738317757,30.55555556,25,19.44444444,8.333333333,11.11111111,3,2,16,7,4,1.869158879,2.180685358,29.90654206,42.67912773,11.21495327,8.333333333,5.555555556,44.44444444,19.44444444,11.11111111,38.00623053,47.6635514,56.38629283,63.86292835,70.09345794,3.600760367,0.824332062,6.237610197,6.064343247,0.696482128
2019011,TAU-W2836,SNEP,MidStrs,-70.96837,41.94909,49.53495604,7/11/2019,55,31.25,57.14285714,32.60475788,54.54545455,66.66666667,35.9298,702.1629,5.1707,0.001,0.00001,,69,1.32,18.13431642,54.51272481,21.85014454,1271.346715,1275.72607,15.73887794,15.61961059,10.03619062,10.01885986,4.328660639,4.413172406,25.00626221,27,37.465558,34.518272,0.480874872,0.438222585,20.66251293,16.81028005,20.66251293,22.37896203,18.40062112,6.655478182,6.65547818,6.354551059,3.831417625,1.47515528,7.887680978,7.887680978,7.038782026,3.862284423,3.348052702,3.862284423,104197.4044,0,104197.4044,0,0.016118976,0,0.008545026,0.02783205,0.005696684,0.02783205,0.025635077,0,0.051270154,5,2,3,0,3,13,12,13,17,17,15,8,10,10,10,10,10,10,155,,,,,,,,,,,,1.054338078,1.209803813,1.32,0.300519992,0.216840007,0.001,340,118,61,42,51,2,1,3,13,6,25,1,0,9,8,2,0,40,1,0,0,11,2,10,5,0,1,11,0,0,0,7,0,27.64705882,29.70588235,2.352941176,0.294117647,0,4.705882353,20.58823529,0,29.70588235,30.58823529,40.88235294,2.352941176,2.352941176,0,17.94117647,14.70588235,0.588235294,6.470588235,36.06557377,52.38095238,65.29411765,2.058823529,0,0.882352941,34.70588235,1.176470588,15.88235294,4.117647059,3.235294118,19.11764706,12.35294118,5.882352941,3.921568627,1.960784314,5.882352941,25.49019608,49.01960784,1.960784314,17.64705882,15.68627451,3.921568627,78.43137255,1.960784314,0,21.56862745,3.921568627,19.60784314,9.803921569,1.960784314,21.56862745,13.7254902,22,34.70588235,43.1372549,13.23529412,3.529411765,0.847457627,0,22.03389831,10.16949153,5.294117647,4.705882353,18,9,6,3,5,44.11764706,23.23529412,6.176470588,2.352941176,10.29411765,35.29411765,17.64705882,11.76470588,5.882352941,9.803921569,9,4,13,13,1,7.352941176,1.764705882,30.29411765,43.82352941,2.352941176,17.64705882,7.843137255,25.49019608,25.49019608,1.960784314,27.35294118,32.64705882,37.35294118,41.76470588,45.29411765,4.585062955,0.906193772,8.749438294,8.57788068,0.808307325
2019012,TAU-W0318,SNEP,HighStrs,-70.92352,41.92175,62.96589589,7/11/2019,73.17073171,60.97560976,45.6445993,100,57.35402809,40.6504065,26.8272,181.7703,175.207699,0.032743,0.00032743,,34,1.85,21.53301429,53.83209206,21.49772106,1282.33705,1283.147924,15.61031103,15.50869602,10.02628987,10.13225205,4.436432726,4.750849251,19.77992485,33,42.837493,44.838513,0.444216577,0.524909308,18.92444981,18.92444981,9.145553482,9.179883171,6.225680934,7.77979066,7.77979066,5.418211886,5.198234717,23.99481193,9.795491143,9.795491143,6.322290275,3.880172942,3.880172942,2.817330294,346221.3923,5149.615316,346221.3923,0,0,0.037275601,0.011002898,0.037275601,0.005501449,0,0.005501449,0,0.027507244,0,10,0,0,1,16,19,12,20,20,14,8,10,10,10,10,9,9,167,,,,,,,,,,,,1.116334261,1.183747726,1.85,0.319379999,0.142449998,0.032743,341,52,166,79,41,3,0,2,14,7,16,4,0,11,11,3,1,30,1,0,0,11,1,12,2,0,0,12,0,0,0,7,2,21.9941349,23.46041056,16.12903226,0,0,1.173020528,50.4398827,0,23.46041056,28.15249267,16.12903226,25.51319648,25.51319648,9.384164223,48.68035191,48.68035191,4.692082111,1.46627566,3.012048193,6.329113924,66.56891496,1.46627566,0,4.692082111,33.43108504,0.586510264,49.26686217,0.586510264,0,49.26686217,23.16715543,21.70087977,7.317073171,0,4.87804878,34.14634146,39.02439024,9.756097561,26.82926829,26.82926829,7.317073171,73.17073171,2.43902439,0,26.82926829,2.43902439,29.26829268,4.87804878,0,29.26829268,17.07317073,15,15.24926686,36.58536585,7.624633431,1.759530792,7.692307692,7.692307692,28.84615385,11.53846154,0.879765396,1.173020528,13,7,7,5,5,41.05571848,26.97947214,9.090909091,15.83577713,2.346041056,31.70731707,17.07317073,17.07317073,12.19512195,12.19512195,1,6,15,11,3,0.293255132,9.970674487,40.76246334,26.68621701,15.24926686,2.43902439,14.63414634,36.58536585,26.82926829,7.317073171,19.64809384,36.6568915,48.97360704,53.66568915,58.35777126,4.186624482,0.903982594,7.030319997,6.858848778,0.781443554
2019015,TAU-W2838,SNEP,MidStrs,-71.13595,41.83551,84.4891128,7/16/2019,81.52173913,61.14130435,83.64389234,91.29967777,89.32806324,100,1.1619,28.116,28.271,0.350746,0.00350746,,42,1.44,13.32071263,49.18977537,20.55161443,1239.324453,1243.794797,15.68970168,15.63174643,10.34425358,10.30135167,4.998578708,4.966785608,33.69481022,24,41.595662,56.466069,0.604854108,0.64589625,11.07668474,11.07668474,8.492317542,8.468101363,9.576837416,5.809450039,5.80945004,3.044174136,3.07844136,5.233853007,7.240898528,7.240898528,4.520102433,2.548544836,2.548544836,2.214397438,390.4528382,0,390.4528382,0,0,0,0,0,0,0,0.035566937,0,0,6,2,0,2,3,20,19,17,19,18,19,8,9,9,8,9,8,10,173,,,,,,,,,,,,1.695984171,1.470436523,1.44,0.01054,0.065389999,0.350746,343,57,155,100,47,1,0,8,21,3,17,5,0,14,12,1,2,42,1,1,0,5,1,13,1,2,2,15,0,0,0,7,1,19.82507289,20.40816327,11.95335277,0,0,13.9941691,58.60058309,0,20.40816327,20.69970845,16.90962099,13.9941691,13.9941691,2.040816327,45.18950437,43.14868805,0.29154519,13.11953353,29.03225806,45,78.71720117,0.583090379,0.874635569,0.29154519,21.28279883,1.457725948,44.60641399,0.29154519,2.040816327,46.64723032,29.15451895,16.03498542,2.127659574,0,17.0212766,44.68085106,36.17021277,10.63829787,29.78723404,25.53191489,2.127659574,89.36170213,2.127659574,2.127659574,10.63829787,2.127659574,27.65957447,2.127659574,4.255319149,31.91489362,14.89361702,16,16.6180758,34.04255319,6.12244898,2.040816327,0,0,22.80701754,12.28070175,0,13.9941691,10,8,9,8,4,37.02623907,20.69970845,7.580174927,4.664723032,4.081632653,21.27659574,17.0212766,19.14893617,17.0212766,8.510638298,3,3,21,7,3,2.332361516,2.332361516,32.06997085,23.90670554,12.82798834,6.382978723,6.382978723,44.68085106,14.89361702,6.382978723,19.82507289,32.65306122,40.52478134,46.93877551,52.7696793,4.460886998,0.920330815,8.05107403,7.879774583,0.803099404
2019022,TAU-W2829,SNEP,MidStrs,-71.042578,41.992344,13.02083333,7/18/2019,0,78.125,0,0,0,0,1.5633,57.9456,88.688501,0.106172,0.00106172,,95,1.21,18.68658607,53.88428325,20.15395571,1269.747792,1272.530376,15.82775131,15.61837386,9.952512601,9.914241223,4.075602891,4.204914936,70.46632124,20,12.08981,33.888854,0.558609957,0.529123708,31.69886928,3.454231434,31.69886928,23.81880175,0.460829493,11.05354059,11.05354059,1.843625746,2.540996915,5.837173579,14.64133564,14.64133564,3.547340954,4.882925034,1.691851417,4.882925034,8925.155567,0,8925.155567,0,0,0,0,0,0,0,0.034515131,0,0.155318091,0,10,0,0,1,18,15,19,19,20,20,14,10,10,10,10,10,10,185,,,,,,,,,,,,1.487126822,1.568728457,1.21,0.031279998,0.00276,0.106172,354,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.542372881,99.71751412,0,0,0,0,0,0,99.71751412,99.71751412,0,0,0,0,0,0,0,0,0,0,0,97.17514124,0,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,99.71751412,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,0,99.71751412,0,0,0,0,75,0,97.17514124,98.8700565,99.71751412,100,100,0.222126064,0.05533212,0.681512634,0.511134476,0.111063032
2019045,TAU-W1490,SNEP,HighStrs,-71.01406,42.07937,39.35206625,8/2/2019,45.45454545,56.81818182,39.17748918,18.28477056,19.55922865,56.81818182,1.8621,21.4299,21.2041,0.395755,0.00395755,,40,1.48,36.03055099,54.54422426,20.15025315,1268.931789,1272.054489,15.70554611,15.49872422,9.9638789,9.929750615,4.219272575,4.35606891,0,10,0.869986,16.395783,0.3856082,0.434885367,95.26341228,95.26341228,60.23266557,59.17154741,97.00956938,0.096665056,0.09666506,0.071395573,0.050929463,0.23923445,0.106841376,0,0.106841376,16.40396042,16.40396042,9.052024376,44723.21196,0,44723.21196,0,0,0,0,0,0,0.537028087,0.046663774,0,0.373310188,0,2,0,8,2,16,17,8,16,18,2,8,10,10,1,1,2,2,111,,,,,,,,,,,,1.259595853,1.410131271,1.48,1.757220435,0.556010005,0.395755,346,91,23,22,44,2,1,2,10,8,22,1,0,5,5,4,0,32,1,0,0,12,3,8,2,0,0,8,0,0,1,4,2,11.84971098,12.42774566,0,2.023121387,0.289017341,0.578034682,9.537572254,0,12.42774566,52.02312139,28.61271676,0.289017341,0,0,6.647398844,6.647398844,37.57225434,5.49132948,82.60869565,86.36363636,38.15028902,0.578034682,0,39.59537572,61.84971098,2.312138728,8.959537572,3.468208092,0,8.959537572,6.358381503,0.867052023,4.545454545,2.272727273,4.545454545,22.72727273,50,2.272727273,11.36363636,11.36363636,9.090909091,72.72727273,2.272727273,0,27.27272727,6.818181818,18.18181818,4.545454545,0,18.18181818,9.090909091,20,26.30057803,45.45454545,11.56069364,1.445086705,5.494505495,4.395604396,15.38461538,5.494505495,1.734104046,0.578034682,13,9,8,5,4,52.31213873,19.65317919,10.69364162,2.89017341,6.069364162,29.54545455,20.45454545,18.18181818,11.36363636,9.090909091,2,8,15,13,0,0.578034682,45.37572254,26.30057803,18.49710983,0,4.545454545,18.18181818,34.09090909,29.54545455,0,35.26011561,44.50867052,51.73410405,56.93641618,61.56069364,3.955552507,0.850746767,7.525948991,7.354904696,0.72453559
2019056,TAU-W2894,SNEP,MidStrs,-71.20084,41.94673,77.43111962,8/6/2019,92.59259259,46.2962963,56.61375661,89.84725966,86.64421998,92.59259259,1.134,100.053,96.274399,0.276854,0.00276854,,20,1.12,30.06810317,55,19.77408526,1264.946026,1263.579472,15.72331775,15.6020765,10.02613827,9.878496201,4.323328889,4.149587076,23.49206349,21,54.285714,42.273095,0.511534605,0.541518736,22.45299991,14.28571429,22.45299991,22.65652024,17.1539961,1.746031746,1.74603175,1.721687506,1.743528378,1.949317739,3.558730159,3.558730159,2.266402807,4.035692516,3.000743791,4.035692516,28774.41945,0,28774.41945,0,0,0,0,0.881834215,0.019989406,0,0.049973514,0.881834215,0.129931136,0,2,1,7,3,15,16,11,16,16,14,8,9,9,9,9,8,4,144,,,,,,,,,,,,1.063440391,1.202029122,1.12,0.737940007,0.433039969,0.276854,319,39,140,128,28,0,2,2,12,5,9,4,0,10,10,2,1,22,1,0,0,6,0,10,0,0,0,10,0,0,0,6,1,0,5.015673981,2.821316614,15.98746082,0,4.07523511,47.96238245,0,5.015673981,28.21316614,23.19749216,3.761755486,3.761755486,0.940438871,43.88714734,43.88714734,7.210031348,21.31661442,48.57142857,53.125,71.47335423,5.015673981,0,23.19749216,28.52664577,0,43.88714734,0,0,43.88714734,40.12539185,18.80877743,0,7.142857143,7.142857143,42.85714286,32.14285714,14.28571429,35.71428571,35.71428571,7.142857143,78.57142857,3.571428571,0,21.42857143,0,35.71428571,0,0,35.71428571,21.42857143,8,12.22570533,28.57142857,9.090909091,0.313479624,2.564102564,0,10.25641026,2.564102564,10.97178683,4.07523511,8,7,4,5,3,9.090909091,65.830721,4.388714734,12.22570533,1.880877743,28.57142857,25,14.28571429,17.85714286,10.71428571,2,2,14,6,1,10.03134796,2.821316614,66.77115987,6.896551724,0.313479624,7.142857143,7.142857143,50,21.42857143,3.571428571,13.1661442,26.01880878,36.99059561,45.45454545,53.60501567,4.16310643,0.924303024,4.856734062,4.683279274,0.865986909
2019059,TAU-W2830,SNEP,MidStrs,-71.12579,42.01888,70.01984775,8/7/2019,72.11538462,54.08653846,77.47252747,62.1905567,74.12587413,80.12820513,2.439,23.1984,22.0787,0.158213,0.00158213,,10,1.27,34.311631,52.33173432,20.24166159,1271.63427,1271.476107,15.73452078,15.56839245,9.93745196,9.880877364,4.135597055,4.188826769,18.30258303,26,40.590406,47.536468,0.543886692,0.616075505,22.43542435,22.43542435,12.87631906,13.37138198,29.67625899,5.313653137,5.31365314,2.102731223,1.638809621,0,7.151291513,7.151291513,2.668296089,3.829077213,3.829077213,3.190248578,54500.18105,0,54500.18105,0,0,0,0,0,0,0,0.043106421,0,0,4,2,0,4,3,16,18,13,17,13,15,8,5,6,10,10,10,9,150,,,,,,,,,,,,1.233267785,1.220441333,1.27,0.355299964,0.187539982,0.158213,342,176,99,76,53,2,1,5,19,4,25,5,1,14,13,1,1,46,0,0,0,7,1,14,2,0,1,15,0,0,0,8,1,2.046783626,2.046783626,0.877192982,3.216374269,0,4.678362573,34.79532164,0,2.046783626,5.555555556,57.01754386,6.432748538,6.432748538,5.555555556,28.94736842,28.65497076,0.292397661,16.66666667,57.57575758,75,93.2748538,0,0,3.50877193,6.725146199,1.461988304,30.11695906,0.877192982,0.292397661,30.40935673,22.22222222,5.555555556,3.773584906,1.886792453,9.433962264,35.8490566,47.16981132,9.433962264,26.41509434,24.52830189,1.886792453,86.79245283,0,0,13.20754717,1.886792453,26.41509434,3.773584906,1.886792453,28.30188679,15.09433962,23,51.4619883,43.39622642,23.0994152,2.339181287,2.272727273,2.272727273,30.11363636,4.545454545,4.385964912,4.678362573,16,10,8,3,7,29.53216374,45.32163743,7.602339181,3.50877193,4.385964912,30.18867925,18.86792453,15.09433962,5.660377358,13.20754717,3,5,20,11,4,2.046783626,8.187134503,54.67836257,20.1754386,3.50877193,5.660377358,9.433962264,37.73584906,20.75471698,7.547169811,12.57309942,19.29824561,25.14619883,30.99415205,36.84210526,5.010567157,0.952583701,9.083413737,8.912028572,0.874762001
2019060,TAU-W2831,SNEP,HighStrs,-70.9707,41.99503,62.4044958,8/7/2019,63.82978723,59.84042553,48.73353597,42.96455424,70.40618956,88.65248227,3.7125,146.8035,143.389501,0.09772,0.0009772,,50,2.01,20.50658667,53.95248485,20.44722682,1271.196754,1271.034551,15.77358414,15.71128172,10.0253957,9.942639885,4.269493617,4.168889794,9.090909091,30,17.624242,28.854489,0.509911,0.506832136,56.41212121,56.41212121,25.34163014,24.61679451,60.82474227,3.321582932,0.07272727,3.321582932,3.399575681,0,4.597701008,0.490666667,4.597701008,7.193719306,7.193719306,4.10437432,7713.099282,0,7713.099282,0,0.009149635,0,0,0.269360269,0.006811827,0,0.027247307,0.269360269,0.068118267,4,3,2,1,4,15,15,11,13,20,20,8,8,8,10,9,10,8,155,,,,,,,,,,,,1.108528211,1.295029624,2.01,0.26248006,0.309140001,0.09772,323,193,57,51,47,2,0,3,15,6,19,2,0,9,9,4,1,35,0,0,0,12,3,12,4,0,0,12,0,0,0,7,2,2.786377709,2.786377709,1.547987616,0,0,8.978328173,30.03095975,0,2.786377709,4.024767802,62.53869969,1.857585139,1.857585139,0.309597523,17.64705882,17.64705882,1.238390093,6.811145511,38.59649123,43.1372549,93.18885449,0,0,1.238390093,6.811145511,3.405572755,21.05263158,1.547987616,0,21.05263158,15.78947368,8.978328173,4.255319149,0,6.382978723,31.91489362,40.42553191,4.255319149,19.14893617,19.14893617,8.510638298,74.46808511,0,0,25.53191489,6.382978723,25.53191489,8.510638298,0,25.53191489,14.89361702,17,59.75232198,36.17021277,47.67801858,3.095975232,0.518134715,0.518134715,3.626943005,5.18134715,2.476780186,8.978328173,17,7,8,3,6,13.3126935,63.15789474,8.049535604,0.92879257,10.52631579,36.17021277,14.89361702,17.0212766,6.382978723,12.76595745,5,8,15,9,1,2.167182663,5.572755418,77.3993808,8.049535604,1.547987616,10.63829787,17.0212766,31.91489362,19.14893617,2.127659574,44.89164087,50.77399381,55.10835913,58.82352941,62.53869969,3.699883679,0.784403186,8.134792018,7.961711336,0.666094967
